eps,delta,type,test,max_depth,avg_depth,min_depth,max_variables,avg_variables,min_variables,number_of_paths,number_of_outputs,max_conditions,avg_conditions,min_conditions,time,output
0.1,0.5,\AboveThreshold,example_5.dip,3,2.6666666666666665,2,6,4.333333333333333,2,6,6,5,3.3333333333333335,1,14.372021993001303,"{ ""DP"": 1}"
0.1,0.6,\AboveThreshold,example_5.dip,3,2.6666666666666665,2,6,4.333333333333333,2,6,6,5,3.3333333333333335,1,13.84261155128479,"{ ""DP"": 1}"
0.2,0.01,\AboveThreshold,example_5.dip,3,2.6666666666666665,2,6,4.333333333333333,2,6,6,5,3.3333333333333335,1,13.791089614232382,"{ ""DP"": 1}"
0.2,0.05,\AboveThreshold,example_5.dip,3,2.6666666666666665,2,6,4.333333333333333,2,6,6,5,3.3333333333333335,1,13.85176714261373,"{ ""DP"": 1}"
0.2,0.1,\AboveThreshold,example_5.dip,3,2.6666666666666665,2,6,4.333333333333333,2,6,6,5,3.3333333333333335,1,13.868957042694092,"{ ""DP"": 1}"
0.2,0.2,\AboveThreshold,example_5.dip,3,2.6666666666666665,2,6,4.333333333333333,2,6,6,5,3.3333333333333335,1,13.932457764943441,"{ ""DP"": 1}"
0.2,0.3,\AboveThreshold,example_5.dip,3,2.6666666666666665,2,6,4.333333333333333,2,6,6,5,3.3333333333333335,1,14.363550106684366,"{ ""DP"": 1}"
0.2,0.4,\AboveThreshold,example_5.dip,3,2.6666666666666665,2,6,4.333333333333333,2,6,6,5,3.3333333333333335,1,13.98379667599996,"{ ""DP"": 1}"
0.2,0.5,\AboveThreshold,example_5.dip,3,2.6666666666666665,2,6,4.333333333333333,2,6,6,5,3.3333333333333335,1,13.777617375055948,"{ ""DP"": 1}"
0.2,0.6,\AboveThreshold,example_5.dip,3,2.6666666666666665,2,6,4.333333333333333,2,6,6,5,3.3333333333333335,1,13.852668364842733,"{ ""DP"": 1}"
0.3,0.01,\AboveThreshold,example_5.dip,3,2.6666666666666665,2,6,4.333333333333333,2,6,6,5,3.3333333333333335,1,14.056718031565348,"{ ""DP"": 1}"
0.3,0.05,\AboveThreshold,example_5.dip,3,2.6666666666666665,2,6,4.333333333333333,2,6,6,5,3.3333333333333335,1,14.012531201044718,"{ ""DP"": 1}"
0.3,0.1,\AboveThreshold,example_5.dip,3,2.6666666666666665,2,6,4.333333333333333,2,6,6,5,3.3333333333333335,1,14.213031450907389,"{ ""DP"": 1}"
0.3,0.2,\AboveThreshold,example_5.dip,3,2.6666666666666665,2,6,4.333333333333333,2,6,6,5,3.3333333333333335,1,14.061313072840372,"{ ""DP"": 1}"
0.3,0.3,\AboveThreshold,example_5.dip,3,2.6666666666666665,2,6,4.333333333333333,2,6,6,5,3.3333333333333335,1,14.241986433664957,"{ ""DP"": 1}"
0.3,0.4,\AboveThreshold,example_5.dip,3,2.6666666666666665,2,6,4.333333333333333,2,6,6,5,3.3333333333333335,1,14.029937903086344,"{ ""DP"": 1}"
0.3,0.5,\AboveThreshold,example_5.dip,3,2.6666666666666665,2,6,4.333333333333333,2,6,6,5,3.3333333333333335,1,14.507120132446289,"{ ""DP"": 1}"
0.3,0.6,\AboveThreshold,example_5.dip,3,2.6666666666666665,2,6,4.333333333333333,2,6,6,5,3.3333333333333335,1,13.73100765546163,"{ ""DP"": 1}"
0.4,0.01,\AboveThreshold,example_5.dip,3,2.6666666666666665,2,6,4.333333333333333,2,6,6,5,3.3333333333333335,1,13.606130599975586,"{ ""DP"": 1}"
0.4,0.05,\AboveThreshold,example_5.dip,3,2.6666666666666665,2,6,4.333333333333333,2,6,6,5,3.3333333333333335,1,14.185777028401693,"{ ""DP"": 1}"
0.4,0.1,\AboveThreshold,example_5.dip,3,2.6666666666666665,2,6,4.333333333333333,2,6,6,5,3.3333333333333335,1,13.834894180297852,"{ ""DP"": 1}"
0.4,0.2,\AboveThreshold,example_5.dip,3,2.6666666666666665,2,6,4.333333333333333,2,6,6,5,3.3333333333333335,1,13.776744683583578,"{ ""DP"": 1}"
0.4,0.3,\AboveThreshold,example_5.dip,3,2.6666666666666665,2,6,4.333333333333333,2,6,6,5,3.3333333333333335,1,13.745536883672079,"{ ""DP"": 1}"
0.4,0.4,\AboveThreshold,example_5.dip,3,2.6666666666666665,2,6,4.333333333333333,2,6,6,5,3.3333333333333335,1,13.889915943145752,"{ ""DP"": 1}"
0.4,0.5,\AboveThreshold,example_5.dip,3,2.6666666666666665,2,6,4.333333333333333,2,6,6,5,3.3333333333333335,1,14.089533885320028,"{ ""DP"": 1}"
0.4,0.6,\AboveThreshold,example_5.dip,3,2.6666666666666665,2,6,4.333333333333333,2,6,6,5,3.3333333333333335,1,13.862995306650797,"{ ""DP"": 1}"
0.5,0.01,\AboveThreshold,example_5.dip,3,2.6666666666666665,2,6,4.333333333333333,2,6,6,5,3.3333333333333335,1,12.84033234914144,"{ ""DP"": 1}"
0.5,0.05,\AboveThreshold,example_5.dip,3,2.6666666666666665,2,6,4.333333333333333,2,6,6,5,3.3333333333333335,1,12.620296716690063,"{ ""DP"": 1}"
0.5,0.1,\AboveThreshold,example_5.dip,3,2.6666666666666665,2,6,4.333333333333333,2,6,6,5,3.3333333333333335,1,12.971300999323526,"{ ""DP"": 1}"
0.5,0.2,\AboveThreshold,example_5.dip,3,2.6666666666666665,2,6,4.333333333333333,2,6,6,5,3.3333333333333335,1,12.668958028157553,"{ ""DP"": 1}"
0.5,0.3,\AboveThreshold,example_5.dip,3,2.6666666666666665,2,6,4.333333333333333,2,6,6,5,3.3333333333333335,1,12.571302016576132,"{ ""DP"": 1}"
0.5,0.4,\AboveThreshold,example_5.dip,3,2.6666666666666665,2,6,4.333333333333333,2,6,6,5,3.3333333333333335,1,12.526596546173096,"{ ""DP"": 1}"
0.5,0.5,\AboveThreshold,example_5.dip,3,2.6666666666666665,2,6,4.333333333333333,2,6,6,5,3.3333333333333335,1,12.644195397694906,"{ ""DP"": 1}"
0.5,0.6,\AboveThreshold,example_5.dip,3,2.6666666666666665,2,6,4.333333333333333,2,6,6,5,3.3333333333333335,1,12.726699034372965,"{ ""DP"": 1}"
0.6,0.01,\AboveThreshold,example_5.dip,3,2.6666666666666665,2,6,4.333333333333333,2,6,6,5,3.3333333333333335,1,13.753927946090698,"{ ""DP"": 1}"
0.6,0.05,\AboveThreshold,example_5.dip,3,2.6666666666666665,2,6,4.333333333333333,2,6,6,5,3.3333333333333335,1,13.95687468846639,"{ ""DP"": 1}"
0.6,0.1,\AboveThreshold,example_5.dip,3,2.6666666666666665,2,6,4.333333333333333,2,6,6,5,3.3333333333333335,1,14.289456288019815,"{ ""DP"": 1}"
0.6,0.2,\AboveThreshold,example_5.dip,3,2.6666666666666665,2,6,4.333333333333333,2,6,6,5,3.3333333333333335,1,13.777163743972778,"{ ""DP"": 1}"
0.6,0.3,\AboveThreshold,example_5.dip,3,2.6666666666666665,2,6,4.333333333333333,2,6,6,5,3.3333333333333335,1,13.919831037521362,"{ ""DP"": 1}"
0.6,0.4,\AboveThreshold,example_5.dip,3,2.6666666666666665,2,6,4.333333333333333,2,6,6,5,3.3333333333333335,1,13.758418401082357,"{ ""DP"": 1}"
0.6,0.5,\AboveThreshold,example_5.dip,3,2.6666666666666665,2,6,4.333333333333333,2,6,6,5,3.3333333333333335,1,13.884848276774088,"{ ""DP"": 1}"
0.6,0.6,\AboveThreshold,example_5.dip,3,2.6666666666666665,2,6,4.333333333333333,2,6,6,5,3.3333333333333335,1,13.597797075907389,"{ ""DP"": 1}"
0.7,0.01,\AboveThreshold,example_5.dip,3,2.6666666666666665,2,6,4.333333333333333,2,6,6,5,3.3333333333333335,1,14.304875453313192,"{ ""DP"": 1}"
0.7,0.05,\AboveThreshold,example_5.dip,3,2.6666666666666665,2,6,4.333333333333333,2,6,6,5,3.3333333333333335,1,13.857991059621176,"{ ""DP"": 1}"
0.7,0.1,\AboveThreshold,example_5.dip,3,2.6666666666666665,2,6,4.333333333333333,2,6,6,5,3.3333333333333335,1,13.73016325632731,"{ ""DP"": 1}"
0.7,0.2,\AboveThreshold,example_5.dip,3,2.6666666666666665,2,6,4.333333333333333,2,6,6,5,3.3333333333333335,1,13.70045026143392,"{ ""DP"": 1}"
0.7,0.3,\AboveThreshold,example_5.dip,3,2.6666666666666665,2,6,4.333333333333333,2,6,6,5,3.3333333333333335,1,13.66662629445394,"{ ""DP"": 1}"
0.7,0.4,\AboveThreshold,example_5.dip,3,2.6666666666666665,2,6,4.333333333333333,2,6,6,5,3.3333333333333335,1,13.611491044362387,"{ ""DP"": 1}"
0.7,0.5,\AboveThreshold,example_5.dip,3,2.6666666666666665,2,6,4.333333333333333,2,6,6,5,3.3333333333333335,1,13.54056183497111,"{ ""DP"": 1}"
0.7,0.6,\AboveThreshold,example_5.dip,3,2.6666666666666665,2,6,4.333333333333333,2,6,6,5,3.3333333333333335,1,14.142358938852945,"{ ""DP"": 1}"
0.8,0.01,\AboveThreshold,example_5.dip,3,2.6666666666666665,2,6,4.333333333333333,2,6,6,5,3.3333333333333335,1,13.589465061823526,"{ ""DP"": 1}"
0.8,0.05,\AboveThreshold,example_5.dip,3,2.6666666666666665,2,6,4.333333333333333,2,6,6,5,3.3333333333333335,1,13.531977335611979,"{ ""DP"": 1}"
0.8,0.1,\AboveThreshold,example_5.dip,3,2.6666666666666665,2,6,4.333333333333333,2,6,6,5,3.3333333333333335,1,13.90423854192098,"{ ""DP"": 1}"
0.8,0.2,\AboveThreshold,example_5.dip,3,2.6666666666666665,2,6,4.333333333333333,2,6,6,5,3.3333333333333335,1,14.167407353719076,"{ ""DP"": 1}"
0.8,0.3,\AboveThreshold,example_5.dip,3,2.6666666666666665,2,6,4.333333333333333,2,6,6,5,3.3333333333333335,1,13.54406730333964,"{ ""DP"": 1}"
0.8,0.4,\AboveThreshold,example_5.dip,3,2.6666666666666665,2,6,4.333333333333333,2,6,6,5,3.3333333333333335,1,13.465055306752523,"{ ""DP"": 1}"
0.8,0.5,\AboveThreshold,example_5.dip,3,2.6666666666666665,2,6,4.333333333333333,2,6,6,5,3.3333333333333335,1,13.534063657124838,"{ ""DP"": 1}"
0.8,0.6,\AboveThreshold,example_5.dip,3,2.6666666666666665,2,6,4.333333333333333,2,6,6,5,3.3333333333333335,1,13.552793661753336,"{ ""DP"": 1}"
0.9,0.01,\AboveThreshold,example_5.dip,3,2.6666666666666665,2,6,4.333333333333333,2,6,6,5,3.3333333333333335,1,13.51332195599874,"{ ""DP"": 1}"
0.9,0.05,\AboveThreshold,example_5.dip,3,2.6666666666666665,2,6,4.333333333333333,2,6,6,5,3.3333333333333335,1,13.494081735610962,"{ ""DP"": 1}"
0.9,0.1,\AboveThreshold,example_5.dip,3,2.6666666666666665,2,6,4.333333333333333,2,6,6,5,3.3333333333333335,1,14.262605587641398,"{ ""DP"": 1}"
0.9,0.2,\AboveThreshold,example_5.dip,3,2.6666666666666665,2,6,4.333333333333333,2,6,6,5,3.3333333333333335,1,13.69942275683085,"{ ""DP"": 1}"
0.9,0.3,\AboveThreshold,example_5.dip,3,2.6666666666666665,2,6,4.333333333333333,2,6,6,5,3.3333333333333335,1,14.068346500396729,"{ ""DP"": 1}"
0.9,0.4,\AboveThreshold,example_5.dip,3,2.6666666666666665,2,6,4.333333333333333,2,6,6,5,3.3333333333333335,1,13.563551664352417,"{ ""DP"": 1}"
0.9,0.5,\AboveThreshold,example_5.dip,3,2.6666666666666665,2,6,4.333333333333333,2,6,6,5,3.3333333333333335,1,13.852176109949747,"{ ""DP"": 1}"
0.9,0.6,\AboveThreshold,example_5.dip,3,2.6666666666666665,2,6,4.333333333333333,2,6,6,5,3.3333333333333335,1,13.54496399561564,"{ ""DP"": 1}"
1,0.01,\AboveThreshold,example_5.dip,3,2.6666666666666665,2,6,4.333333333333333,2,6,6,5,3.3333333333333335,1,13.108530124028524,"{ ""DP"": 1}"
1,0.05,\AboveThreshold,example_5.dip,3,2.6666666666666665,2,6,4.333333333333333,2,6,6,5,3.3333333333333335,1,12.660442352294922,"{ ""DP"": 1}"
1,0.1,\AboveThreshold,example_5.dip,3,2.6666666666666665,2,6,4.333333333333333,2,6,6,5,3.3333333333333335,1,12.591476202011108,"{ ""DP"": 1}"
1,0.2,\AboveThreshold,example_5.dip,3,2.6666666666666665,2,6,4.333333333333333,2,6,6,5,3.3333333333333335,1,12.778809706370035,"{ ""DP"": 1}"
1,0.3,\AboveThreshold,example_5.dip,3,2.6666666666666665,2,6,4.333333333333333,2,6,6,5,3.3333333333333335,1,12.63324228922526,"{ ""DP"": 1}"
1,0.4,\AboveThreshold,example_5.dip,3,2.6666666666666665,2,6,4.333333333333333,2,6,6,5,3.3333333333333335,1,13.197867711385092,"{ ""DP"": 1}"
1,0.5,\AboveThreshold,example_5.dip,3,2.6666666666666665,2,6,4.333333333333333,2,6,6,5,3.3333333333333335,1,12.66309897104899,"{ ""DP"": 1}"
1,0.6,\AboveThreshold,example_5.dip,3,2.6666666666666665,2,6,4.333333333333333,2,6,6,5,3.3333333333333335,1,12.511404037475586,"{ ""DP"": 1}"
